Unnamed: 0,num_rooms,size_sqft,age,num_bathrooms
5900,1,7961,76,1
8116,6,5959,43,1
7362,2,3616,49,1
1152,1,2943,26,3
5382,1,7620,32,2
9741,6,6570,8,2
5424,5,6618,69,4
8807,5,9499,17,4
5186,6,8436,75,1
8409,2,7509,56,4
6189,9,7274,86,2
9702,3,9665,98,2
8269,1,9610,26,3
5314,5,6743,62,2
9903,6,7511,81,2
665,3,2961,6,3
3353,8,2629,20,4
8851,9,1043,26,1
8061,8,9551,89,3
642,4,6988,46,3
9242,3,5821,13,2
176,8,8542,44,4
6431,2,2859,1,2
9910,1,803,3,1
3438,7,7105,89,2
786,2,8046,76,4
6391,1,2274,34,4
9065,6,3159,22,4
9927,7,621,47,2
3202,2,9510,92,3
4803,9,5321,4,1
7835,3,2038,65,4
7940,5,8571,66,4
91,7,9063,94,1
5762,4,9477,9,3
9027,3,7307,63,3
9504,1,6184,26,4
8237,3,6232,36,2
1971,5,3968,42,3
2905,2,3622,52,3
530,2,3507,1,1
3635,6,6677,36,4
996,1,4227,82,4
5852,4,9663,72,3
4226,9,5240,13,2
5616,2,1330,85,3
2312,9,3844,94,2
2154,2,7502,72,4
5317,9,4327,62,1
1427,5,846,61,3
8630,9,9394,58,4
6032,7,451,36,3
4415,8,2690,56,2
8818,5,9520,0,2
3085,8,1934,22,1
7798,5,9352,94,3
9153,9,9852,45,4
8209,1,2356,59,3
9573,7,8322,98,4
9534,7,401,81,2
495,7,2500,31,4
3749,6,2719,71,1
2321,7,6959,67,1
4267,1,9977,28,2
3405,4,9431,14,2
151,2,6170,32,4
7369,3,3589,28,1
694,7,761,22,1
4417,5,5094,13,4
5697,7,7304,64,3
1738,4,6886,95,4
3001,3,7891,32,1
167,2,626,86,1
6111,1,4045,76,1
4622,6,2760,3,3
2865,8,6322,26,2
8544,6,3528,83,4
4702,1,9960,92,4
2883,3,7730,11,3
3031,3,6477,18,3
8183,9,7586,54,2
8980,3,5299,47,2
8528,9,3496,66,1
5681,8,5655,62,2
7209,4,3422,52,2
5991,3,3007,9,4
2276,7,5080,90,4
7132,1,2024,43,2
5705,7,655,7,1
7998,7,9050,41,2
5292,5,2994,97,2
4304,8,3201,86,2
7445,3,5589,74,4
428,5,7936,73,3
7068,6,4559,98,2
6364,5,645,92,4
4215,8,3702,3,1
426,9,6127,34,3
2223,6,2879,3,2
100,3,6653,78,4
9244,3,2917,57,3
3307,2,3834,48,4
2762,6,1241,62,3
5857,5,3164,51,2
4738,7,7064,97,4
7092,9,9524,36,3
9632,1,9016,64,2
3286,4,8598,75,2
7712,8,7961,72,4
7868,4,5813,71,1
6067,1,8845,0,3
9235,1,3654,73,4
3577,9,4787,92,3
1465,3,1340,63,1
7675,7,6280,70,4
2234,4,9280,40,2
1744,8,7180,62,2
9754,7,9103,89,2
6094,6,2076,11,3
8781,1,5831,27,2
9401,3,6695,74,3
8371,3,7164,34,4
5027,1,2833,33,2
9234,5,7995,95,4
3944,2,5922,2,3
6862,1,4338,98,1
5350,5,3778,55,4
9422,7,3956,45,2
2121,6,2558,0,4
4972,2,1950,99,4
8576,1,5679,45,3
3784,8,3078,39,4
6872,2,5266,45,3
916,1,9247,59,2
9394,4,4406,83,1
7252,4,6767,42,1
8012,3,5897,38,4
5821,9,6247,64,2
4403,5,2658,66,4
4863,5,9886,84,3
8515,3,3510,4,4
5422,1,9614,66,3
7733,3,8028,5,3
1203,2,7480,37,4
3768,6,818,80,1
5357,2,2746,0,3
3852,6,5449,67,2
1926,5,7704,37,1
3114,8,1802,97,2
2641,3,707,43,1
7639,5,5826,78,3
7360,8,3277,37,2
8182,6,6835,94,2
7610,1,388,54,4
2728,1,7276,93,2
9597,5,997,1,4
4985,9,4904,91,4
6846,3,4706,14,2
7698,9,1922,18,2
4012,8,9665,23,2
2626,1,4722,81,4
7238,6,8624,51,2
8255,5,2602,57,3
9565,7,7748,56,1
805,2,7463,35,2
4634,2,2331,3,3
5247,4,2000,14,2
5566,7,9130,8,1
5739,5,2352,10,3
5143,7,586,37,4
8265,1,853,53,4
4459,3,5668,98,1
1242,4,8660,12,3
6945,6,1141,21,4
5740,2,8451,11,3
5325,1,372,53,1
547,2,8571,14,3
3022,3,8580,33,1
5761,9,6785,15,2
4031,8,8103,60,1
26,4,5721,99,2
4952,9,5888,75,2
5152,9,8649,37,4
2508,3,2018,16,4
1433,6,3633,96,3
2582,5,6671,26,1
1302,3,3236,56,2
5812,7,2261,83,3
7349,2,405,66,2
5281,6,5135,43,1
6114,9,796,66,2
1221,4,1359,24,4
7435,2,4051,36,2
2548,2,6082,71,3
750,3,5387,64,3
437,7,7821,56,1
4371,3,1793,27,1
4448,5,9498,52,3
2847,9,5407,39,4
1173,2,6528,21,3
7495,6,9117,33,1
2699,3,8653,50,2
9888,7,4221,64,2
9506,4,9128,91,1
6395,5,3888,81,4
2481,3,475,87,2
5456,7,3119,25,4
8444,5,2030,41,4
2706,7,9734,22,4
4661,1,9020,44,1
326,6,6795,95,4
1039,5,7439,92,4
2637,9,6790,13,3
5022,3,9777,10,4
2499,6,8402,3,2
1004,9,8060,53,2
2861,1,8485,43,3
3233,7,1571,19,1
1870,2,6391,17,1
4245,9,4132,54,2
6927,2,3942,21,4
8385,1,7974,97,2
534,5,3386,18,2
9827,4,1893,43,4
7148,7,3221,55,1
7365,6,2191,90,3
585,6,7051,83,4
9914,4,9121,99,4
3035,2,2527,53,2
4428,5,9468,40,3
4089,6,2525,65,1
1703,5,3823,83,1
4295,5,7183,9,4
5719,9,1432,93,4
491,1,4362,27,2
6899,5,6094,73,3
4353,5,3642,79,4
2836,1,2703,64,1
2266,9,9754,52,1
7718,4,6766,83,1
9523,8,5990,0,2
8022,6,6355,94,1
4707,3,1535,53,4
9843,9,9415,8,3
2900,5,362,65,4
9618,3,9346,10,4
2944,5,5409,20,3
1916,1,2466,8,4
3185,9,2760,62,3
8626,5,2365,22,3
9434,5,2808,96,2
7255,9,1092,77,1
4246,5,2911,69,4
8615,6,9342,22,4
5146,7,303,86,2
8565,6,3380,3,1
2518,3,5393,13,3
397,8,527,13,3
1317,6,6956,57,1
4560,2,2224,15,1
121,9,9968,45,1
2449,3,5207,7,2
8855,7,4427,97,4
8108,3,1547,40,4
1566,8,5279,68,4
1984,6,6420,82,2
4333,1,2006,92,3
7910,3,2920,15,1
9286,8,3780,56,3
3918,2,1342,93,2
2173,4,6608,88,3
3283,5,2988,23,1
8495,4,6538,33,1
8584,2,4336,82,1
2333,2,7522,25,2
573,1,7145,52,2
3660,4,831,12,2
9075,2,5598,92,4
981,3,8614,35,3
9370,7,6980,82,4
1407,8,2755,31,2
535,6,7466,37,3
4315,4,2544,37,3
4598,9,5445,70,4
8622,7,8264,47,4
8758,6,6469,27,1
1434,9,3040,14,4
6994,8,6422,5,2
2579,4,6351,25,1
9403,4,512,38,1
3269,9,638,3,2
9553,5,8060,94,4
3838,7,976,13,3
1867,5,5014,77,1
1454,4,5638,93,4
1786,2,6400,33,2
9912,4,822,51,1
7095,3,9592,69,2
2521,3,5866,80,2
4439,9,3867,93,3
1820,6,6268,18,2
5615,3,3070,37,2
2929,3,943,95,4
51,2,4018,65,4
4726,3,6776,51,4
5716,8,8873,81,4
5465,1,8072,88,4
469,7,1799,43,2
2629,5,4194,73,1
6513,2,3680,48,3
7467,6,3808,23,3
3945,1,9490,87,3
6204,2,6822,3,3
4262,4,5739,68,1
1858,9,3480,80,1
9532,5,8655,52,3
865,6,501,47,3
6390,4,6943,91,2
7212,8,2620,54,1
4921,7,1021,92,3
8101,6,1175,51,4
4792,5,6024,1,1
8854,8,6205,86,2
6250,2,4300,55,4
5936,5,3870,54,2
425,5,6528,28,4
188,3,7866,5,4
5629,4,3336,14,2
4359,4,6361,35,3
228,8,1374,90,1
7757,9,2684,16,4
7677,1,8441,27,2
2741,3,7090,74,1
1041,6,3650,43,4
4075,9,6250,4,1
9140,9,2811,3,2
6118,7,4593,84,3
6902,8,8685,9,2
471,7,9395,97,1
2921,7,8311,75,4
1905,3,4792,85,2
8876,1,3978,80,2
801,7,5383,0,3
1487,9,5739,52,1
8441,1,2736,77,2
227,1,2338,28,3
7890,5,5097,91,2
1128,1,9863,45,4
5070,3,3735,23,1
9166,8,6399,78,3
2208,6,6753,66,3
7993,4,4365,89,4
9842,5,7947,91,3
6559,5,7684,64,1
9921,2,414,22,1
3153,9,6451,40,1
4441,1,2447,67,2
7505,7,4969,6,3
8957,4,2689,78,1
6215,9,2346,73,1
9598,4,774,29,3
2144,5,5493,78,2
7411,4,766,50,4
8929,8,6342,51,2
2374,4,6502,91,1
2577,9,6923,69,2
1632,6,7936,15,4
4832,4,6123,57,4
2298,5,2883,52,4
5033,8,615,60,2
156,8,5045,71,3
8046,6,3202,77,1
6706,3,1302,39,3
3349,6,4365,34,2
2879,8,6239,31,4
3413,3,2117,39,2
7768,3,7414,98,1
4189,2,9853,98,1
9610,4,9488,48,2
9734,7,2453,44,3
7251,6,9229,98,2
7613,3,6877,8,3
6919,4,5984,18,3
9681,8,956,74,3
9671,5,5471,17,1
4794,4,701,52,3
5654,7,6802,43,2
2495,3,956,56,1
7304,3,7710,9,2
2372,8,4074,82,1
4091,8,3625,42,1
9471,4,1817,20,4
3461,1,8931,25,4
7006,6,8096,51,3
5391,7,6736,28,1
7172,9,3122,18,3
5696,8,5122,89,1
5664,2,8433,78,3
4503,4,2203,47,4
2550,6,9690,69,4
4715,7,5715,31,4
847,6,5000,64,4
3344,9,8732,73,2
938,3,5672,71,2
4825,3,4640,78,3
9693,9,8091,54,3
8863,6,1864,66,3
8610,4,6598,16,1
5354,7,2661,95,3
5477,7,7403,91,2
9723,3,6535,48,1
756,6,6709,85,3
4750,4,2297,96,2
2644,9,7431,98,4
4162,1,5008,61,3
8648,3,1171,38,4
3165,2,1375,22,4
6497,1,2408,53,1
5987,9,5160,57,1
3873,4,5254,49,4
7751,3,3275,44,3
6523,4,902,53,1
3418,8,9108,51,4
9904,2,2902,26,2
2061,5,2804,70,1
549,9,8141,94,3
4453,8,7232,74,2
2812,3,5286,13,3
8777,6,5399,65,1
8995,9,8306,48,4
2549,9,8226,25,2
6069,6,1989,15,4
3169,5,8485,1,4
7054,8,3254,79,3
4828,4,2484,79,2
9570,5,3955,3,2
1259,1,4180,16,3
8712,5,6201,33,2
3661,1,2567,5,2
7922,9,8379,23,3
1024,7,6888,10,3
4965,8,6526,97,4
752,8,7427,51,2
3942,2,3433,46,3
3710,9,7725,21,4
9960,8,2721,1,1
1951,9,7402,51,3
6314,5,7864,81,1
351,5,6118,49,3
1511,1,6214,65,2
4829,9,7100,46,3
9616,4,5457,1,3
3746,8,9375,77,3
5799,8,1366,77,4
701,7,5437,17,1
3693,2,1858,73,1
4614,2,1095,3,4
7213,7,1443,4,1
561,5,6247,78,2
2318,5,7562,33,2
3098,5,1122,29,2
4838,4,2132,87,3
3150,6,8026,88,1
5608,4,399,78,3
4299,6,6084,4,3
4618,1,5520,76,4
4074,3,2603,40,3
3994,7,6368,85,2
6373,7,8348,9,3
6167,1,9884,27,4
1047,6,4367,95,3
2939,1,4868,14,1
1808,9,1102,1,4
3166,6,4713,19,3
414,8,4589,67,3
1340,9,4709,40,4
9371,5,2640,78,3
7740,8,3035,67,4
5060,6,1215,21,3
4633,8,3352,25,1
4609,2,7806,27,1
7366,7,9668,38,4
1469,9,1287,49,3
1710,7,3672,58,2
6270,4,1380,10,3
8732,2,3285,86,2
2271,5,9809,46,4
1583,5,5418,74,2
1412,1,5579,51,2
4111,4,5923,26,3
7652,6,1306,20,3
6693,7,466,39,2
1722,4,9094,2,2
2024,2,8262,42,1
2212,4,331,89,1
1507,3,600,51,2
2622,1,9292,89,1
5290,6,5537,73,1
9128,9,3496,10,2
1321,3,4160,75,3
842,8,9824,48,3
1146,7,6416,69,3
3624,6,7413,30,2
4280,2,5901,52,2
9010,9,6869,47,1
8986,2,5368,97,4
4681,6,2221,82,2
463,3,8877,60,2
1754,8,5057,21,3
3936,1,751,49,3
7933,4,494,55,4
9460,8,8516,99,2
4401,2,2446,45,1
4700,5,5306,79,3
8991,3,8798,43,4
378,4,7007,15,4
3106,4,2459,12,1
8215,2,814,48,4
1335,8,9619,25,4
1223,5,5565,36,4
3848,1,7086,8,4
2716,9,6038,13,4
6837,7,8696,39,4
2952,4,1094,25,2
1350,6,6152,26,3
1082,5,9636,26,1
6453,4,8521,29,4
1811,6,802,89,3
4121,7,9081,99,4
1351,1,1550,94,1
7817,5,4632,51,1
8796,8,9425,9,2
1894,1,1717,23,3
6639,8,6281,1,2
565,2,7558,45,3
3903,7,1490,66,3
7100,4,4000,31,2
3673,6,9970,45,2
4366,1,8404,81,1
7545,1,3305,63,4
1212,9,778,97,3
1189,7,4845,36,2
3955,1,4219,97,1
898,8,356,37,2
4786,3,1110,51,1
8092,9,9981,81,1
4602,6,3717,91,2
8896,8,840,22,3
3454,6,2700,62,4
3609,8,9953,90,2
8157,1,4191,90,2
8765,3,9641,21,1
9677,4,7604,92,2
7572,3,327,51,1
3909,3,2863,35,2
4028,7,7499,94,2
3931,6,4910,81,4
2332,1,3671,25,4
7302,8,7842,46,2
2262,4,3634,74,2
9260,2,6102,50,1
5781,8,2117,72,4
2595,2,668,39,1
7200,6,6996,73,3
3593,1,7105,71,4
5216,8,3141,64,4
1030,2,8126,1,4
7433,2,5927,43,3
7877,2,5008,58,4
8823,1,2894,63,4
8236,9,3769,44,2
5733,4,8446,82,4
5378,4,4675,93,4
7762,5,7959,28,2
1755,8,1854,98,3
7355,1,6371,1,3
4161,8,2060,16,4
231,8,7823,9,3
8104,3,3031,58,1
110,1,8803,13,3
5457,7,5059,37,1
6708,1,3295,64,4
2514,6,1904,72,3
5961,6,3910,93,2
4279,4,371,57,4
4720,6,8475,77,1
2917,6,1701,11,1
9390,4,725,25,1
2992,2,8826,4,3
2317,2,4086,71,2
4847,6,9281,99,2
4292,8,2055,46,3
6991,1,4678,90,4
1515,5,8664,87,4
216,9,8656,72,3
9213,5,2334,52,3
9061,8,1845,0,3
8417,6,3857,81,4
2263,6,7490,84,3
5326,2,5411,47,4
6840,8,3341,51,4
8498,5,7277,82,1
6010,1,766,52,2
893,1,4947,89,1
1490,7,1617,54,3
3003,1,6245,84,2
1850,3,9954,7,3
5199,8,5996,75,1
6380,5,544,50,3
324,9,4368,41,4
1215,5,6240,73,1
2899,8,4041,21,3
2933,7,9784,64,4
3658,7,7335,92,2
8678,3,3627,72,1
6673,3,7112,61,1
7972,4,3034,16,1
8586,4,8134,49,3
6169,8,7070,33,3
9724,4,4319,98,4
1129,1,8914,75,2
8856,9,8631,84,4
2918,2,8386,24,2
3902,3,9514,25,4
7947,2,4667,41,2
9097,3,1120,41,2
3827,1,9396,11,4
4923,9,5691,39,2
208,4,6660,79,2
3254,4,5678,49,2
2795,5,8690,58,3
5106,2,7648,48,1
9011,4,4645,19,2
798,9,6934,11,3
9105,6,6501,38,1
734,8,8989,76,2
2244,3,6786,97,4
178,4,8126,30,4
5830,2,8098,94,1
7008,8,9600,24,3
1174,7,3131,9,2
6642,6,6756,20,2
5848,6,1170,86,1
1831,6,4623,10,2
7995,9,3305,1,3
9279,8,3027,12,3
7897,7,484,41,3
8597,6,3419,93,2
8522,1,8491,60,1
198,2,2347,64,4
7928,9,7144,47,4
7076,8,6390,62,3
9284,8,4367,52,3
1097,4,6338,46,4
548,5,7252,0,2
6908,3,3987,35,2
8229,8,5457,11,2
4706,8,4785,51,3
6912,7,5843,48,4
3369,1,5885,70,1
7583,3,6000,27,3
2532,5,1455,25,2
4055,4,9752,9,2
2314,9,1001,64,1
6653,2,5775,72,3
6885,2,8610,23,3
5937,4,8936,55,4
2815,5,1132,40,1
3437,8,1660,77,3
3880,3,7013,60,2
4157,1,6243,58,2
66,8,6928,96,1
7866,8,2113,18,3
616,5,2766,37,2
1118,3,5375,50,1
3260,7,4296,91,1
3401,4,8769,13,4
3692,6,5502,7,2
937,1,8567,2,3
6604,7,646,68,1
2572,1,7689,90,4
7536,4,4219,54,4
6324,9,3786,88,4
622,2,2085,12,3
1681,7,4312,24,2
2126,2,8049,75,1
787,8,773,82,1
3332,6,2653,31,4
7236,3,6139,56,2
1092,2,2986,88,3
9103,6,1763,89,1
5020,6,5061,58,1
9353,5,4728,63,2
5944,5,9673,79,1
3280,7,2910,27,3
8186,9,1651,85,2
2201,8,8442,49,4
1160,9,6363,43,4
5581,8,1550,31,3
3592,6,8159,98,2
3952,8,3715,1,4
9691,5,8943,63,2
6247,6,1910,68,3
4153,1,9949,17,4
478,9,4157,38,4
1352,6,7039,26,2
4309,9,5134,65,4
5698,7,7311,28,2
2647,1,8011,31,4
8460,1,5912,68,2
8198,9,1097,2,2
7689,9,2859,33,2
9257,2,6773,46,1
2589,7,8638,69,4
1033,4,4354,35,3
4686,9,3668,75,1
5011,7,4890,31,4
2598,7,3047,41,4
5819,5,7533,91,1
4608,9,9411,37,1
8470,1,7963,25,4
9040,2,917,77,3
7450,9,3911,37,1
4671,3,7830,78,2
5583,6,4373,75,3
3717,2,1191,43,1
9327,6,4207,16,1
3928,9,9240,90,3
3617,2,4211,69,1
1425,1,9102,8,1
9378,4,3460,87,1
2919,8,1205,12,4
3819,8,2158,29,2
1871,4,1326,58,4
5487,2,9858,81,1
480,6,5250,56,4
5972,1,8997,7,4
9600,9,6832,52,4
2888,8,1678,31,1
6686,9,1652,74,3
6315,3,1995,82,2
527,3,1297,85,4
4129,2,7383,60,1
722,4,1195,90,4
5120,7,2844,53,4
4722,6,6417,15,2
220,4,3628,45,3
9188,8,2243,91,1
1935,2,3958,2,3
344,2,1341,53,2
8332,8,2419,52,4
9674,3,7607,76,1
4483,2,6476,30,2
9706,4,2955,62,3
8486,9,944,35,1
9216,6,9658,41,1
6903,4,7691,32,1
9154,6,4635,27,2
5960,8,1460,35,2
7034,4,8934,30,2
6051,2,6206,55,2
2391,5,7559,24,3
7181,2,1062,89,4
4328,6,4801,81,1
6452,8,3286,6,1
1983,6,8698,3,1
8246,4,1342,37,4
1554,4,9176,96,2
4850,8,2542,53,1
9095,9,3051,61,3
9922,9,9244,67,1
7532,2,752,87,3
6853,9,5206,19,2
4641,4,1355,91,1
2881,8,3146,32,1
1677,7,9893,15,1
4885,6,1817,38,2
1964,7,6817,8,4
901,1,3447,69,2
7130,3,4572,97,4
3068,6,5216,10,3
2296,8,9533,71,4
6237,2,7134,35,2
5862,3,5339,62,1
296,6,4955,32,4
8778,7,359,48,2
57,2,1288,21,4
7242,5,2948,22,1
4385,2,8057,45,1
2984,9,6744,41,1
27,9,9991,8,1
4407,7,6278,21,1
9877,8,2673,64,3
2676,9,9929,6,2
8545,8,2635,70,4
5262,8,8236,51,2
5841,3,1948,0,3
7021,8,8419,33,4
3248,1,5456,64,3
5667,9,558,16,1
3884,6,7694,86,1
7663,7,9233,66,1
295,2,7466,87,4
3161,9,3467,37,3
2580,6,4415,38,2
3870,1,9521,45,2
9210,6,6048,72,3
4404,5,3834,34,4
6952,8,7694,53,3
648,5,7653,41,1
1370,3,7032,28,2
9855,5,7848,56,3
6992,2,4030,37,1
5532,7,5597,31,1
9620,5,6580,20,2
5708,3,8010,78,1
4209,1,8508,20,4
681,9,8290,20,2
434,4,6391,69,2
9309,6,9992,89,4
4824,8,706,63,4
9761,6,9166,96,1
3159,4,5004,33,4
1489,3,9500,75,1
2987,9,5164,52,2
812,1,2338,24,3
1882,3,2247,9,3
9267,3,9029,35,1
4936,8,4877,88,4
9935,9,3464,47,4
1940,3,4577,66,2
3296,5,3710,53,3
3534,5,2306,91,3
4525,6,5928,35,3
3729,5,5359,62,2
7015,8,3729,38,1
1612,2,359,68,3
1181,1,5672,94,1
1375,2,7432,14,1
9224,5,6358,40,3
3946,7,7712,77,3
7210,1,2756,95,1
5211,3,8076,93,4
63,5,9576,5,1
626,2,7610,69,4
4421,3,3164,26,1
1669,2,9274,41,1
2112,5,3608,31,2
5804,5,4798,77,4
9763,1,1686,33,4
4032,8,1815,37,4
6545,3,5742,76,2
7948,1,2471,93,4
84,7,8124,60,3
9180,7,3723,20,2
1462,7,3248,91,1
2283,8,8088,28,1
2887,1,9381,96,4
5834,5,3264,69,3
684,8,9096,78,3
4469,2,8123,28,4
418,7,4671,96,4
5228,3,5713,92,3
4253,7,3646,9,4
2709,6,7767,12,3
2357,4,8970,44,4
8059,9,3166,31,1
1366,2,4636,60,1
6277,5,5934,46,4
3916,6,8555,15,4
293,8,7085,46,2
2639,8,2245,96,4
9458,6,7391,67,4
1506,3,9108,29,3
9037,9,1690,65,4
7393,3,824,58,2
1634,1,3640,66,1
2457,9,9448,43,4
9891,6,9817,1,1
5558,1,7829,42,1
9751,6,1875,91,3
2300,9,3355,24,4
4537,4,366,60,2
2938,1,9435,60,3
1563,5,5959,82,1
5689,2,5877,29,4
8658,3,2938,79,3
7517,5,4443,63,1
1979,5,599,73,2
1883,4,3631,84,1
3803,3,7050,95,3
438,8,6859,65,3
4635,6,1808,0,2
4528,4,971,86,1
4332,1,7240,1,2
3573,5,2628,56,3
8741,2,2045,35,3
8911,1,7945,12,4
4817,4,8929,55,2
6435,4,8844,63,3
2986,5,7115,65,1
7838,2,5569,48,2
704,3,4049,74,1
2280,6,5235,18,2
8734,2,1444,81,4
4147,4,3722,71,3
5412,2,7904,54,3
373,1,5034,56,1
6405,8,4390,92,2
9223,2,4319,2,2
2585,4,9380,2,4
1332,1,1676,63,4
9572,9,1386,92,1
5282,2,9488,70,2
9131,9,4310,65,3
8315,3,7519,70,4
9809,5,1007,0,2
1784,9,5078,22,2
3182,4,2514,12,3
494,1,8563,57,4
7363,9,5707,38,1
2860,4,3472,59,3
7929,9,1885,66,4
4041,8,2838,25,4
7178,8,736,71,3
2897,5,547,16,1
366,7,7099,24,3
849,3,6513,74,3
7440,9,598,37,2
9454,9,4623,10,2
4301,9,2514,5,3
2653,1,6528,79,3
3503,6,3967,89,1
1541,8,7895,49,3
4165,7,3861,63,2
8866,4,5694,79,4
322,6,9456,69,3
2031,8,6025,71,4
813,8,2150,46,3
8939,9,6053,4,2
9375,7,501,87,2
1079,7,6334,33,2
2226,6,7045,34,3
9136,7,2836,14,4
9531,8,6159,16,4
2705,9,2157,77,1
6824,1,5338,7,4
7556,1,8150,35,3
1164,7,2728,16,4
3261,9,6681,42,3
4687,8,8172,73,3
1450,1,6435,66,3
3862,8,1193,4,4
6103,7,572,89,3
9215,1,8873,50,3
7120,4,511,15,3
6398,3,6088,91,3
9588,6,7180,35,3
6214,2,8356,38,4
9645,8,6786,17,3
5336,9,1955,74,1
4056,5,1633,77,4
9511,7,5802,49,4
2999,6,5729,72,4
9024,4,4426,50,3
1231,4,4168,87,2
1514,4,382,49,4
2313,5,7279,93,2
1451,1,6081,45,4
5267,8,4074,92,2
6131,6,5413,71,2
8531,8,3615,13,3
6464,9,6167,50,3
838,1,4913,2,3
9915,9,317,72,2
8261,5,1087,29,1
6414,3,4613,85,3
8504,3,4568,98,1
3567,9,9285,20,2
9264,2,7358,38,4
3087,4,3411,54,4
8643,8,5009,20,1
1714,3,2559,39,4
339,4,4075,49,4
9563,5,2749,51,2
5942,9,8042,95,4
9869,2,4990,27,1
8102,1,1496,51,2
8488,4,8023,29,3
588,5,508,35,3
3365,5,8378,26,2
2670,3,4091,0,3
3589,4,4735,34,4
34,7,2920,69,3
28,3,9476,18,3
8553,2,2033,43,4
8117,6,4282,47,4
2170,8,5185,64,2
8377,1,2468,53,2
5620,2,1919,23,3
889,7,8850,34,3
6489,3,2342,90,2
3322,5,6738,73,3
9396,6,1708,20,1
3514,3,9438,28,2
4420,8,8783,35,4
8351,5,3498,94,4
5361,8,5102,60,2
3733,1,5685,41,4
9463,1,9270,27,2
7081,8,3662,76,2
1654,6,4734,30,1
5032,2,9545,54,4
223,8,9178,89,3
8625,5,8125,65,1
6194,8,5456,48,1
1590,4,3239,18,1
5982,5,2221,15,4
3256,2,6744,41,4
6680,3,4668,25,2
4770,4,7439,47,4
2181,5,7106,90,2
6803,7,6845,62,3
4913,8,3828,30,4
6786,5,8687,99,2
4789,9,910,36,4
1209,9,9059,67,3
421,2,6923,97,3
8740,1,7296,31,3
1706,6,5724,25,4
1158,9,5961,28,2
2306,7,4437,40,3
273,1,2130,23,1
171,4,4850,75,4
3956,6,7645,54,1
6696,9,1554,21,3
3188,2,5634,8,1
8132,2,3460,87,4
4808,4,4582,33,3
8083,3,6993,88,4
1564,5,2203,60,4
1782,7,2708,26,2
843,8,8673,37,2
9345,7,3179,35,1
4461,2,3505,16,1
904,3,1021,49,2
5911,7,6804,16,3
9950,1,2244,6,4
9297,4,3466,28,2
1547,5,1567,22,2
2080,7,4056,13,4
9881,1,4274,28,4
3985,4,316,42,2
6389,8,2030,99,2
7579,2,7964,48,4
9245,9,5781,37,2
6567,7,3721,91,2
8206,8,5939,92,2
3820,2,5022,78,3
2646,3,2518,98,2
4454,9,1825,97,2
7159,7,5582,15,3
8221,7,9285,40,4
8596,7,9049,27,2
9589,8,1634,14,3
6071,2,1016,61,3
2155,9,4738,33,4
6712,2,5995,70,4
3715,8,5441,3,3
4057,2,7465,35,2
5952,5,4174,53,4
3102,9,4165,7,4
558,6,9597,57,1
4610,8,4852,32,3
6978,8,1965,18,3
1436,6,6008,4,4
507,4,5864,64,1
1869,4,5263,29,3
755,8,9423,88,4
5419,5,443,11,1
4050,7,3710,4,3
8089,3,9184,5,1
3836,7,8756,48,4
2118,6,9814,65,1
6152,4,1349,50,3
7808,9,8254,82,1
501,6,1396,49,3
6259,5,5430,12,3
9743,7,3171,27,3
1539,1,2261,71,1
6141,8,567,48,4
1211,9,9135,9,2
9122,1,6896,42,4
672,6,5653,51,3
3377,8,4337,40,3
8783,5,7308,38,1
1464,8,6511,33,3
1192,1,5020,69,3
6984,8,6086,70,2
1872,1,3965,69,3
3590,8,8660,82,4
6726,3,5169,35,2
505,3,3514,89,3
8118,9,8860,34,1
506,2,8049,38,3
9449,3,6688,50,3
7131,9,6113,18,3
4807,6,8842,98,2
7303,3,4729,47,2
1773,3,899,5,4
6854,4,5723,85,4
4906,3,1085,59,3
797,1,6425,39,3
8785,5,5986,63,1
7070,2,9718,98,3
2829,7,8988,8,1
9319,3,7626,89,1
8737,7,2724,11,2
312,9,6271,59,4
746,8,9544,22,4
3569,4,3327,17,2
790,2,993,78,3
2476,4,3084,5,3
9325,7,2472,22,4
2570,2,8386,48,3
5286,8,1375,59,2
5215,7,9545,79,4
2163,2,2389,39,1
6577,2,9776,74,3
8449,4,1329,90,3
380,5,9889,87,3
8508,7,8141,96,3
1292,8,5593,3,4
1912,9,6252,62,3
599,9,4319,37,4
3892,3,8956,60,1
4141,3,9960,8,1
1652,2,4232,3,1
5224,8,9228,38,3
1893,4,3291,77,2
1944,9,7019,67,3
3395,1,6307,66,4
5479,2,7322,52,3
9769,2,4611,19,1
375,5,7054,89,4
1966,4,9165,29,2
3957,2,3383,17,2
7135,8,2279,43,3
7478,1,1830,62,1
4505,3,4475,62,1
9580,4,4641,83,2
5288,5,8795,91,1
1471,9,5399,9,1
3346,4,7341,14,3
6253,7,5664,36,4
2853,2,6342,37,3
8988,9,1618,87,3
9775,7,1985,11,2
6459,4,5706,91,3
4062,9,5013,40,2
5863,9,7339,51,1
4306,7,473,12,3
4877,5,3951,87,3
7249,9,7416,25,4
5273,2,7196,81,4
3990,1,1566,52,4
1049,1,7372,6,1
6175,9,6354,49,1
6926,8,4055,98,3
7864,7,1166,47,3
2035,8,5397,59,1
4039,7,4653,42,2
6875,6,427,39,1
9354,8,7998,49,3
1972,4,6762,9,1
5072,1,2916,78,2
2099,4,7040,81,1
1499,2,9560,39,2
9612,5,9621,97,3
652,2,869,14,3
170,7,4578,75,3
