house_id,num_rooms,location,size_sqft,age,num_bathrooms,parking,garden,floor,price
1489,3,Suburb,5774,31,1,2,0,9,1168643
1490,3,Industrial Area,9500,75,1,3,1,5,1883935
1491,7,Industrial Area,1617,54,3,3,1,6,373869
1492,4,Countryside,6947,79,2,1,0,2,1366816
1493,8,Industrial Area,3516,21,1,3,1,1,785378
1494,7,Industrial Area,316,37,3,0,1,5,108925
1495,5,Countryside,4970,49,4,2,0,1,1026716
1496,7,Countryside,2923,65,2,1,1,4,604281
1497,3,Suburb,429,44,1,3,1,8,89527
1498,2,Uptown,1773,7,4,0,0,2,382029
1499,6,Downtown,9441,64,2,0,1,6,1905226
1500,2,Countryside,9560,39,2,1,1,5,1907457
1501,3,Countryside,4611,4,4,1,0,1,962134
1502,6,Industrial Area,3195,44,1,3,1,8,675264
1503,5,Suburb,3036,45,1,2,0,5,629172
1504,8,Industrial Area,5398,35,4,0,1,9,1146185
1505,9,Countryside,2246,16,4,0,0,2,537012
1506,3,Countryside,5859,40,4,1,0,6,1187220
1507,3,Industrial Area,9108,29,3,0,1,7,1835472
1508,3,Countryside,600,51,2,1,0,1,120990
1509,6,Uptown,9476,78,1,2,1,4,1888468
1510,1,Downtown,4801,19,1,1,0,2,961230
1511,7,Downtown,8652,35,4,2,1,7,1792384
1512,1,Downtown,6214,65,2,3,0,3,1202073
1513,5,Uptown,5971,44,4,1,0,9,1227933
1514,8,Countryside,8517,3,2,3,1,8,1815435
1515,4,Industrial Area,382,49,4,2,1,7,109219
1516,5,Suburb,8664,87,4,0,0,8,1720778
1517,4,Countryside,1298,54,2,3,0,1,265174
1518,4,Uptown,6104,58,1,1,0,6,1217551
1519,8,Uptown,7237,41,1,1,0,7,1503393
1520,2,Downtown,3441,1,3,3,0,7,728815
1521,1,Countryside,3182,45,2,3,0,9,618345
1522,3,Downtown,7662,1,1,3,0,7,1580244
1523,9,Suburb,3384,49,1,1,0,7,734073
1524,4,Downtown,2345,0,2,3,1,6,541164
1525,5,Suburb,9252,12,1,3,1,3,1917931
1526,2,Uptown,504,69,2,2,1,6,82585
1527,4,Downtown,5584,21,1,3,1,9,1159515
1528,2,Downtown,1852,16,4,3,0,3,410112
1529,2,Industrial Area,8116,58,2,1,0,3,1589223
1530,4,Uptown,1124,85,2,1,1,7,198755
1531,6,Industrial Area,4048,69,1,0,0,7,812016
1532,7,Suburb,5878,2,2,1,0,5,1261055
1533,3,Suburb,6212,69,3,1,1,8,1221568
1534,3,Uptown,7690,80,3,1,1,8,1503385
1535,6,Suburb,5497,98,2,1,1,2,1078156
1536,3,Uptown,9330,48,3,3,0,6,1881772
1537,2,Suburb,4995,49,1,0,0,5,967589
1538,8,Countryside,7068,34,1,1,1,4,1472871
1539,5,Downtown,3983,22,2,3,1,7,840993
1540,1,Countryside,2261,71,1,1,1,4,396866
1541,3,Uptown,1237,6,1,0,1,5,287609
1542,8,Uptown,7895,49,3,2,0,8,1634661
1543,4,Countryside,724,9,1,2,1,5,203109
1544,7,Downtown,3351,89,1,0,0,9,654178
1545,2,Downtown,3205,54,3,3,1,2,646642
1546,7,Industrial Area,2994,73,4,3,0,2,622066
1547,5,Suburb,3895,18,2,0,0,9,829698
1548,5,Industrial Area,1567,22,2,2,1,2,369373
1549,6,Downtown,721,94,4,1,0,3,123231
1550,9,Countryside,3566,63,3,2,1,6,775604
1551,6,Suburb,7317,32,3,1,1,4,1520688
1552,8,Countryside,2400,65,1,0,1,8,511108
1553,7,Industrial Area,7429,91,1,0,0,8,1464363
1554,9,Uptown,8395,95,2,0,1,2,1681291
1555,4,Countryside,9176,96,2,2,0,2,1792798
1556,2,Industrial Area,2526,8,3,0,1,3,537991
1557,7,Industrial Area,4688,28,1,2,0,2,980770
1558,6,Industrial Area,2722,78,3,3,1,5,553911
1559,1,Uptown,7526,17,4,1,1,1,1532603
1560,9,Uptown,9569,81,2,1,0,7,1928730
1561,9,Uptown,7616,70,2,1,0,8,1549139
1562,2,Suburb,3143,77,3,0,0,4,586709
1563,3,Uptown,4411,28,1,1,1,7,905695
1564,5,Uptown,5959,82,1,0,0,9,1168880
1565,5,Uptown,2203,60,4,2,0,7,463338
1566,1,Countryside,4524,4,4,0,0,2,924442
1567,8,Uptown,5279,68,4,1,0,2,1099493
1568,8,Suburb,5663,55,3,0,1,6,1185701
1569,4,Industrial Area,725,51,2,0,0,8,143554
1570,7,Countryside,2701,14,3,2,0,3,622979
1571,3,Downtown,9241,89,3,0,1,1,1806220
1572,6,Uptown,7548,87,1,1,1,1,1500824
1573,9,Industrial Area,343,82,4,0,1,2,104223
1574,1,Industrial Area,6598,19,2,3,0,6,1324024
1575,5,Countryside,5342,72,4,0,0,2,1059319
1576,4,Downtown,1859,91,4,3,0,6,352852
1577,8,Suburb,6335,15,4,1,0,1,1353964
1578,1,Industrial Area,7371,74,2,3,0,9,1421264
1579,9,Industrial Area,4494,97,1,3,1,7,910826
1580,6,Industrial Area,4251,24,2,3,0,1,901425
1581,4,Industrial Area,447,56,2,3,0,9,101627
1582,9,Countryside,2470,20,1,3,0,9,574249
1583,5,Downtown,8603,4,2,0,0,6,1768283
1584,5,Industrial Area,5418,74,2,2,0,2,1082130
1585,5,Suburb,7455,8,3,3,0,2,1550079
1586,1,Suburb,7597,10,2,1,1,8,1544009
1587,1,Uptown,4463,64,3,1,1,9,857476
1588,8,Industrial Area,8326,62,3,0,1,4,1707148
1589,8,Industrial Area,9319,25,3,2,1,2,1939358
1590,6,Industrial Area,8367,73,4,2,1,5,1699766
1591,4,Industrial Area,3239,18,1,3,1,7,689726
1592,2,Industrial Area,6027,15,4,1,0,4,1239273
1593,2,Suburb,8364,55,1,1,0,9,1643878
1594,9,Downtown,3916,67,2,0,1,4,821962
1595,5,Downtown,5705,77,3,3,1,8,1142529
1596,4,Uptown,7585,29,4,1,0,3,1552484
1597,1,Suburb,8651,6,2,3,0,6,1753139
1598,7,Industrial Area,6180,11,4,2,1,6,1335803
1599,3,Downtown,1313,23,2,3,1,3,301144
1600,6,Countryside,9043,21,4,3,1,2,1890832
1601,5,Countryside,7691,46,2,0,0,6,1549130
1602,5,Countryside,1475,29,2,0,1,7,336560
1603,5,Industrial Area,9655,59,4,2,1,7,1955225
1604,1,Industrial Area,5547,38,2,2,1,1,1110387
1605,1,Uptown,7818,19,3,3,1,6,1583204
1606,3,Uptown,6590,25,3,1,0,9,1336801
1607,4,Uptown,1608,48,3,3,1,9,344187
1608,5,Countryside,9984,68,3,2,0,2,1999339
1609,2,Industrial Area,9733,41,1,0,0,4,1929499
1610,8,Countryside,5127,5,4,0,1,6,1126446
1611,2,Uptown,5564,52,3,2,1,4,1117267
1612,9,Industrial Area,2077,33,3,3,0,9,494026
1613,2,Suburb,359,68,3,1,0,2,51538
1614,9,Downtown,7286,9,1,0,0,6,1543022
1615,7,Downtown,8160,27,4,3,0,1,1705438
1616,8,Uptown,8827,2,2,1,0,9,1853503
1617,2,Countryside,9322,76,1,2,1,1,1819349
1618,7,Suburb,1892,47,3,3,1,8,425911
1619,6,Industrial Area,4680,65,3,1,1,9,963535
1620,4,Countryside,6397,34,1,3,0,1,1304493
1621,7,Uptown,6758,51,4,0,0,1,1392261
1622,4,Countryside,9451,61,4,2,0,7,1901861
1623,2,Uptown,6017,51,2,0,0,5,1180922
1624,7,Downtown,4466,46,1,0,1,3,925703
1625,8,Downtown,6788,53,4,3,1,9,1418331
1626,2,Countryside,8457,27,1,2,0,2,1686270
1627,5,Suburb,9613,22,4,3,0,6,1975845
1628,1,Industrial Area,5719,86,4,1,1,4,1096368
1629,7,Uptown,9590,34,3,2,1,5,1991020
1630,8,Industrial Area,8634,31,4,0,1,2,1803813
1631,6,Downtown,1346,1,4,0,0,1,342293
1632,5,Suburb,9560,15,1,0,1,9,1958013
1633,6,Suburb,7936,15,4,3,0,3,1669447
1634,2,Industrial Area,4487,50,4,3,1,6,899378
1635,1,Downtown,3640,66,1,3,1,9,698703
1636,7,Industrial Area,6477,91,4,2,1,1,1303895
1637,7,Countryside,5073,92,1,2,0,5,1009362
1638,2,Suburb,3735,53,1,2,0,4,728666
1639,2,Suburb,7600,19,1,2,1,3,1532753
1640,1,Countryside,7202,99,1,1,0,2,1365578
1641,8,Downtown,6099,32,3,0,1,3,1289225
1642,8,Suburb,1265,85,3,3,0,1,280453
1643,1,Uptown,7744,7,3,3,1,1,1573984
1644,8,Uptown,9671,23,3,1,0,8,2017990
1645,9,Downtown,6978,52,1,0,0,5,1444313
1646,4,Countryside,800,63,1,0,1,2,140878
1647,1,Industrial Area,4854,57,1,1,1,3,929629
1648,1,Downtown,349,36,1,2,0,2,59004
1649,3,Industrial Area,9461,83,3,0,1,2,1863501
1650,5,Downtown,1287,11,4,2,1,4,319447
1651,5,Uptown,7071,83,3,1,1,4,1399775
1652,9,Countryside,1415,83,1,3,1,7,319118
1653,2,Uptown,4232,3,1,3,0,2,876713
1654,2,Countryside,9971,93,4,3,1,9,1952584
1655,6,Industrial Area,4734,30,1,3,0,7,994358
1656,9,Downtown,3867,85,4,0,0,4,798311
1657,1,Suburb,1958,78,1,2,0,7,331526
1658,9,Suburb,8244,37,4,3,0,1,1735766
1659,9,Countryside,6100,36,2,3,1,7,1298926
1660,9,Countryside,4676,91,2,3,0,6,963100
1661,5,Uptown,8317,74,2,1,1,9,1665415
1662,9,Suburb,3115,13,2,0,1,8,725290
1663,4,Uptown,1270,74,1,1,0,2,219262
1664,2,Industrial Area,8120,72,1,2,1,3,1596941
1665,6,Suburb,5812,23,1,3,0,3,1209870
1666,4,Industrial Area,507,9,2,0,1,6,159146
1667,6,Downtown,559,37,4,0,1,2,164153
1668,3,Uptown,5325,42,4,0,1,2,1084648
1669,6,Countryside,4658,36,2,1,0,4,966647
1670,2,Suburb,9274,41,1,1,0,1,1848473
1671,2,Uptown,804,31,2,1,0,1,171458
1672,9,Countryside,2059,83,3,1,1,1,453779
1673,7,Downtown,7814,13,4,2,0,5,1651096
1674,3,Suburb,8060,3,2,3,1,9,1666484
1675,1,Industrial Area,4094,23,2,3,1,4,839030
1676,8,Downtown,3890,95,2,1,1,8,792193
1677,6,Countryside,7270,9,2,1,1,7,1525509
1678,7,Suburb,9893,15,1,1,0,6,2046117
1679,9,Suburb,9280,38,4,2,0,9,1935145
1680,5,Downtown,6585,95,3,2,1,1,1301135
1681,1,Suburb,3629,17,1,0,1,7,728273
1682,7,Countryside,4312,24,2,3,1,9,929382
1683,5,Downtown,2392,6,2,1,0,2,543703
1684,3,Industrial Area,3267,55,2,0,1,4,643179
1685,9,Downtown,9561,46,2,3,0,5,1982442
1686,1,Downtown,1975,81,4,0,0,5,340896
1687,1,Industrial Area,4696,81,2,2,0,7,891723
1688,1,Countryside,587,2,3,2,1,8,152626
1689,3,Uptown,1085,0,1,0,0,9,250358
1690,6,Uptown,2616,32,4,0,0,5,568377
1691,3,Industrial Area,3138,70,2,3,0,2,614807
1692,8,Countryside,7529,73,3,1,0,2,1522771
1693,2,Suburb,8437,58,1,3,0,5,1661919
1694,9,Industrial Area,8418,71,1,3,1,5,1718766
1695,3,Uptown,1565,31,4,2,1,5,354980
1696,5,Countryside,3283,86,1,2,0,6,635289
1697,8,Downtown,6201,16,2,0,1,8,1317154
1698,2,Countryside,8231,77,2,2,0,5,1612404
1699,6,Countryside,8443,16,3,3,1,3,1765684
1700,5,Uptown,8330,88,3,0,1,9,1651384
1701,9,Uptown,8562,20,1,0,0,4,1788449
1702,5,Suburb,911,54,4,2,0,8,207284
1703,2,Suburb,7528,5,2,1,1,9,1549762
1704,5,Industrial Area,3823,83,1,2,1,7,754733
1705,4,Downtown,5812,48,4,0,1,3,1174082
1706,7,Suburb,4002,83,1,0,0,6,782888
1707,6,Uptown,5724,25,4,1,0,7,1208238
1708,2,Countryside,8682,31,3,3,1,7,1747738
1709,5,Industrial Area,1928,71,2,0,0,8,365733
1710,7,Suburb,8207,43,3,1,1,5,1694513
1711,7,Countryside,3672,58,2,3,0,5,760051
1712,5,Countryside,8508,28,4,2,0,2,1750248
1713,9,Suburb,9558,16,4,1,0,2,2001762
1714,4,Downtown,3439,17,1,3,1,4,738422
1715,3,Downtown,2559,39,4,0,1,7,528761
1716,4,Industrial Area,2550,62,4,0,1,8,512410
1717,5,Downtown,6421,81,1,1,0,3,1258320
1718,6,Industrial Area,8481,74,1,2,0,1,1698010
1719,3,Uptown,583,44,2,1,1,4,116686
1720,2,Suburb,6025,75,4,0,1,6,1183109
1721,4,Countryside,8218,78,1,3,0,6,1626760
1722,5,Industrial Area,5537,89,2,2,0,9,1088412
1723,4,Downtown,9094,2,2,3,0,7,1870815
1724,3,Industrial Area,9855,2,3,1,0,9,2021501
1725,8,Industrial Area,4375,37,1,1,0,5,934117
1726,4,Downtown,6462,98,3,3,0,5,1251348
1727,2,Downtown,7936,72,2,3,1,5,1558435
1728,2,Suburb,6037,39,4,3,0,5,1223466
1729,1,Countryside,9292,67,1,1,1,4,1820972
1730,4,Suburb,9251,53,1,3,0,6,1859277
1731,9,Suburb,8302,19,2,0,0,1,1742110
1732,7,Downtown,7372,14,1,3,1,2,1552725
1733,7,Downtown,1793,92,2,0,0,9,353930
1734,7,Countryside,9306,4,1,0,1,6,1944154
1735,8,Industrial Area,672,38,1,3,1,6,192337
1736,1,Suburb,5887,39,4,2,1,4,1178298
1737,8,Countryside,7371,6,2,2,0,5,1565194
1738,4,Suburb,3191,71,3,2,1,9,626324
1739,4,Industrial Area,6886,95,4,0,1,2,1354841
1740,4,Suburb,7923,99,2,2,0,3,1532988
1741,6,Uptown,3619,32,1,2,1,8,763447
1742,7,Countryside,4267,36,2,3,1,9,919748
1743,6,Downtown,1122,31,2,1,0,5,273623
1744,1,Suburb,521,42,4,0,1,3,90406
1745,8,Countryside,7180,62,2,1,0,1,1466847
1746,7,Countryside,9879,35,1,0,1,2,2017672
1747,6,Suburb,4188,97,3,0,0,4,819683
1748,6,Downtown,5600,48,3,2,1,4,1167362
1749,5,Downtown,3570,24,1,3,1,5,767934
1750,6,Suburb,4993,95,3,1,0,9,980091
1751,9,Countryside,7866,65,4,1,1,2,1623588
1752,9,Downtown,4293,8,2,2,1,2,964808
1753,8,Suburb,2898,92,2,1,1,5,591191
1754,9,Suburb,1966,17,3,1,0,2,490581
1755,8,Suburb,5057,21,3,0,0,5,1093879
1756,8,Countryside,1854,98,3,3,0,5,383388
1757,1,Downtown,6415,14,4,3,1,7,1319946
1758,5,Countryside,5737,6,2,1,0,4,1207661
1759,4,Uptown,6541,12,2,1,1,2,1348185
1760,2,Downtown,9572,35,1,0,0,8,1904565
1761,8,Countryside,387,15,1,2,0,1,155452
1762,3,Downtown,7415,40,4,0,0,1,1486746
1763,4,Uptown,3003,20,2,2,0,7,633911
1764,7,Industrial Area,2718,27,2,2,1,4,617687
1765,9,Suburb,4447,73,1,0,0,3,914237
1766,2,Countryside,2047,82,1,3,1,1,369828
1767,3,Uptown,8532,16,2,0,0,8,1728565
1768,4,Uptown,338,64,4,2,1,8,68393
1769,1,Downtown,7343,12,3,3,1,4,1493701
1770,7,Downtown,2451,35,4,3,0,2,554102
1771,2,Suburb,4237,57,2,0,1,4,823058
1772,5,Downtown,7186,19,3,3,1,7,1501013
1773,1,Countryside,508,51,4,3,0,4,80283
1774,3,Countryside,899,5,4,0,0,3,214822
1775,2,Countryside,9096,22,2,1,0,1,1830880
1776,1,Industrial Area,4009,41,1,3,1,9,799975
1777,7,Countryside,8026,23,4,0,0,5,1666982
1778,5,Downtown,513,4,4,0,0,2,169959
1779,1,Downtown,6023,31,1,1,1,6,1208479
1780,6,Countryside,6852,45,4,3,0,2,1417149
1781,5,Uptown,6538,16,4,2,0,6,1370516
1782,3,Uptown,8760,74,1,2,1,9,1716751
1783,7,Uptown,2708,26,2,3,0,2,602195
1784,9,Suburb,8272,67,2,3,1,1,1696826
1785,9,Industrial Area,5078,22,2,0,0,7,1092099
1786,9,Countryside,1122,86,3,0,1,8,255156
1787,2,Suburb,6400,33,2,2,1,2,1298252
1788,3,Uptown,2895,20,3,3,0,4,603711
1789,7,Countryside,8417,21,3,0,0,8,1754309
1790,5,Suburb,4253,64,3,2,1,4,861921
1791,2,Downtown,4131,31,1,2,1,9,835534
1792,3,Uptown,4883,61,3,1,1,1,965301
1793,6,Suburb,6535,27,3,3,0,7,1372930
1794,7,Downtown,9142,81,1,1,1,3,1823306
1795,9,Uptown,8283,6,4,0,1,3,1768210
1796,1,Industrial Area,6800,53,4,0,0,7,1340079
1797,7,Uptown,6151,69,3,2,0,6,1256531
1798,8,Industrial Area,1934,13,2,0,1,3,467188
1799,3,Industrial Area,5114,93,4,1,1,2,983465
1800,4,Industrial Area,1467,54,2,3,1,6,301054
1801,6,Countryside,4376,57,1,2,0,7,882125
1802,7,Countryside,8690,43,4,2,0,9,1797518
1803,4,Industrial Area,7258,45,1,0,1,9,1449336
1804,8,Downtown,5742,13,3,2,0,9,1234729
1805,5,Industrial Area,9847,43,4,2,0,1,1994276
1806,1,Suburb,6660,40,3,3,0,4,1322856
1807,4,Industrial Area,6999,72,3,2,0,4,1382758
1808,3,Countryside,3805,94,1,3,0,8,718821
1809,9,Countryside,1102,1,4,1,0,3,341071
1810,8,Suburb,7927,81,4,2,1,1,1614080
1811,1,Suburb,9192,4,4,1,1,3,1864616
1812,6,Uptown,802,89,3,3,0,6,164712
1813,9,Downtown,6125,86,4,2,1,7,1271467
1814,7,Downtown,8239,11,2,0,1,9,1714186
1815,4,Downtown,6332,77,2,0,1,5,1241653
1816,1,Countryside,7706,76,3,2,0,5,1491634
1817,2,Downtown,5019,98,1,3,0,3,930722
1818,5,Uptown,8048,46,2,0,1,3,1633482
1819,5,Uptown,3170,78,1,1,1,9,622079
1820,8,Downtown,5058,34,4,3,1,3,1097654
1821,6,Suburb,6268,18,2,3,1,3,1323329
1822,8,Uptown,9910,78,3,2,1,9,2014998
1823,2,Suburb,1398,62,3,1,1,4,255864
1824,3,Countryside,3469,7,1,3,0,6,727625
1825,6,Uptown,682,22,3,2,1,1,198791
1826,3,Suburb,8090,12,1,1,0,2,1652752
1827,6,Downtown,4240,22,1,3,1,3,900457
1828,6,Countryside,9885,30,2,0,1,2,2023676
1829,2,Industrial Area,7752,29,2,1,1,3,1567029
1830,7,Industrial Area,6752,41,3,3,0,5,1406617
1831,2,Downtown,4571,1,1,1,0,1,937132
1832,6,Countryside,4623,10,2,0,1,1,991765
1833,1,Countryside,2338,24,4,3,0,7,483861
1834,3,Countryside,5761,28,3,0,0,9,1177408
1835,2,Countryside,8363,21,3,2,0,9,1685566
1836,7,Industrial Area,2285,18,4,2,1,7,538471
1837,4,Suburb,1562,72,4,3,1,2,324999
1838,8,Countryside,6031,40,4,3,1,7,1290989
1839,6,Suburb,5416,37,2,1,0,9,1123046
1840,4,Countryside,649,28,4,3,0,7,180099
1841,5,Uptown,740,73,3,2,1,2,153175
1842,9,Uptown,3108,21,2,3,1,7,716639
1843,7,Uptown,2862,87,1,1,0,4,570466
1844,9,Countryside,3452,7,4,2,1,8,806887
1845,7,Suburb,9876,46,3,3,1,3,2025121
1846,1,Industrial Area,8779,5,4,0,1,5,1783415
1847,8,Downtown,9489,6,1,0,1,3,1993253
1848,4,Industrial Area,2633,83,2,0,0,7,487567
1849,3,Countryside,9914,80,1,0,1,3,1946459
1850,7,Uptown,373,35,2,1,1,5,130808
1851,3,Uptown,9954,7,3,0,0,1,2021328
1852,8,Suburb,7844,76,3,0,0,4,1585255
1853,6,Countryside,7249,87,3,3,1,6,1448088
1854,5,Industrial Area,2505,45,1,0,1,2,516691
1855,4,Countryside,8921,63,4,0,0,6,1783639
1856,8,Countryside,1771,30,4,3,1,7,439060
1857,8,Uptown,3781,22,1,2,0,8,829031
1858,1,Industrial Area,7838,60,4,1,1,3,1548108
1859,9,Downtown,3480,80,1,1,1,3,713038
1860,5,Uptown,2030,49,4,2,1,5,444492
1861,4,Industrial Area,335,45,2,3,1,3,78316
1862,6,Suburb,1320,87,3,2,1,9,257647
1863,6,Uptown,5834,42,4,1,1,7,1213978
1864,2,Suburb,7461,9,1,1,0,5,1514754
1865,8,Uptown,8309,94,2,2,0,5,1659457
1866,7,Countryside,3417,19,4,0,1,1,765819
1867,1,Industrial Area,2835,15,4,1,0,9,588446
1868,5,Suburb,5014,77,1,2,0,2,982749
1869,6,Uptown,8637,2,2,0,0,7,1789873
1870,4,Suburb,5263,29,3,0,1,7,1077765
1871,2,Uptown,6391,17,1,3,0,2,1303521
1872,4,Uptown,1326,58,4,2,0,8,279337
1873,1,Downtown,3965,69,3,1,0,8,745870
1874,7,Downtown,1586,83,4,3,1,9,342158
1875,2,Downtown,3146,34,1,1,1,2,625409
1876,2,Suburb,8812,18,2,0,0,1,1767240
1877,9,Countryside,8074,25,3,2,1,9,1715839
1878,5,Uptown,2593,34,1,0,1,3,544459
1879,2,Industrial Area,1912,75,1,0,1,2,334537
1880,9,Downtown,776,71,3,0,1,2,203247
1881,9,Suburb,7726,56,2,2,0,2,1585701
1882,1,Suburb,9274,48,4,3,1,8,1859803
1883,3,Suburb,2247,9,3,1,0,3,496703
1884,4,Industrial Area,3631,84,1,0,0,1,693800
1885,7,Industrial Area,5560,28,3,1,1,8,1180234
1886,4,Downtown,6366,94,3,1,1,2,1240081
1887,2,Industrial Area,7947,70,2,3,1,6,1569180
1888,7,Downtown,5769,97,2,2,0,8,1148661
1889,6,Industrial Area,1893,97,4,1,1,9,370121
1890,3,Industrial Area,8004,93,3,3,1,1,1576119
1891,6,Industrial Area,6454,67,2,1,1,9,1309941
1892,6,Downtown,556,93,2,0,0,8,87856
1893,5,Uptown,6812,88,1,3,1,6,1341160
1894,4,Downtown,3291,77,2,2,0,5,642596
1895,1,Uptown,1717,23,3,2,1,6,351745
1896,6,Suburb,8060,42,3,0,1,2,1659565
1897,2,Suburb,8265,94,1,0,1,3,1599074
1898,3,Downtown,4414,38,1,1,1,9,884595
1899,8,Uptown,8601,91,1,3,0,3,1733088
1900,6,Uptown,2852,24,3,3,0,7,633229
1901,3,Uptown,9549,82,3,3,0,4,1880932
1902,7,Suburb,5707,67,4,3,0,9,1181564
1903,4,Downtown,5033,33,2,1,1,4,1031379
1904,9,Countryside,2342,95,1,3,0,6,481244
1905,5,Uptown,2481,88,2,3,1,2,477709
1906,3,Uptown,4792,85,2,2,0,7,925801
1907,2,Countryside,3858,52,4,2,0,3,770097
1908,2,Downtown,3958,91,3,1,1,1,752142
1909,3,Uptown,2994,54,2,0,1,7,599217
1910,2,Downtown,4184,52,1,2,1,5,825960
1911,4,Uptown,5080,17,1,0,0,7,1050374
1912,2,Industrial Area,3584,6,3,1,0,1,744681
1913,9,Uptown,6252,62,3,2,1,5,1309726
1914,2,Industrial Area,7817,74,3,2,0,2,1537348
1915,9,Downtown,6462,41,1,1,1,1,1355290
1916,6,Uptown,5406,10,3,3,1,6,1163518
1917,1,Suburb,2466,8,4,1,1,5,529449
1918,4,Suburb,4697,34,4,0,0,4,965360
1919,1,Countryside,7968,86,1,0,1,1,1531019
1920,6,Suburb,3692,96,4,3,1,5,737481
1921,4,Industrial Area,4011,64,2,1,1,7,796782
1922,3,Suburb,6179,83,3,1,0,1,1197082
1923,3,Suburb,1886,4,4,3,0,4,436185
1924,9,Suburb,9706,92,3,1,1,6,1973393
1925,6,Uptown,7438,25,4,2,0,8,1540772
1926,9,Countryside,7962,50,3,1,0,7,1659050
1927,5,Downtown,7704,37,1,2,0,7,1567368
1928,2,Countryside,9842,2,2,1,0,8,1997319
1929,8,Industrial Area,8856,84,3,2,0,7,1781311
1930,5,Uptown,4239,58,2,0,0,4,857583
1931,2,Uptown,3499,12,3,3,0,6,735716
1932,4,Suburb,7241,94,1,0,1,2,1413798
1933,9,Suburb,1281,80,2,2,0,8,274681
1934,4,Industrial Area,3852,34,4,3,1,3,804458
1935,4,Uptown,1221,86,2,0,1,4,211019
1936,2,Downtown,3958,2,3,0,0,2,819965
1937,6,Countryside,4295,52,2,2,1,9,886275
1938,2,Uptown,7364,54,1,1,1,2,1450427
1939,7,Downtown,5352,44,2,1,1,6,1106814
1940,3,Downtown,5706,65,2,2,1,3,1134357
1941,3,Countryside,4577,66,2,0,0,6,884063
1942,5,Downtown,1774,83,4,1,0,4,345901
1943,3,Industrial Area,7398,43,2,1,1,8,1479002
1944,2,Downtown,4067,72,3,0,1,3,774979
1945,9,Industrial Area,7019,67,3,2,1,8,1454736
1946,2,Downtown,8894,61,2,2,0,3,1757098
1947,2,Suburb,9639,24,2,1,1,5,1940971
1948,8,Downtown,912,51,4,2,0,2,244753
1949,9,Industrial Area,7586,49,1,0,0,6,1553294
1950,7,Downtown,3317,0,3,2,1,7,763384
1951,3,Downtown,5088,38,4,3,1,8,1041759
1952,9,Downtown,7402,51,3,2,0,4,1544710
1953,3,Industrial Area,3501,75,3,2,1,9,678430
1954,5,Downtown,1052,39,2,2,1,2,241838
1955,9,Countryside,7856,59,3,3,1,8,1632266
1956,3,Countryside,1641,87,1,0,0,6,277110
1957,7,Industrial Area,8996,72,1,2,1,4,1817581
1958,1,Suburb,7314,83,1,1,0,2,1396327
1959,4,Countryside,7055,68,4,2,1,4,1422547
1960,4,Uptown,3782,19,1,3,0,3,786905
1961,7,Countryside,8028,84,1,3,0,4,1602155
1962,8,Uptown,5865,1,3,1,1,4,1282655
1963,1,Industrial Area,7911,84,4,3,0,7,1535710
1964,5,Suburb,8230,87,2,3,1,1,1642662
1965,7,Uptown,6817,8,4,3,1,9,1453254
1966,4,Uptown,2722,38,4,0,1,5,573400
1967,4,Countryside,9165,29,2,3,1,3,1861443
1968,4,Uptown,6285,53,2,2,1,7,1260765
1969,6,Industrial Area,7247,81,2,1,1,7,1454970
1970,7,Industrial Area,9084,57,3,2,0,8,1855160
1971,2,Industrial Area,7935,43,3,2,0,4,1581285
1972,5,Countryside,3968,42,3,1,1,9,833411
1973,4,Suburb,6762,9,1,0,0,2,1379547
1974,3,Countryside,3438,47,2,0,1,6,681720
1975,7,Industrial Area,4809,84,3,3,1,3,987010
1976,6,Countryside,2800,85,3,0,0,8,543758
1977,7,Industrial Area,3093,16,4,0,0,8,696342
1978,5,Downtown,4593,4,3,3,1,6,999143
1979,6,Downtown,5699,69,2,0,1,4,1139480
1980,5,Uptown,599,73,2,0,1,8,119504
1981,7,Suburb,2206,63,1,3,1,6,463007
1982,2,Downtown,2785,65,1,2,0,9,521313
1983,5,Industrial Area,7759,70,4,2,0,7,1565166
1984,6,Countryside,8698,3,1,1,1,9,1811045
1985,6,Countryside,6420,82,2,0,0,8,1275596
1986,5,Uptown,8785,27,1,3,0,4,1792458
1987,7,Countryside,2173,83,1,3,0,6,431247
1988,8,Downtown,6402,93,3,0,0,7,1284610
1989,7,Countryside,6472,37,2,0,1,4,1338772
1990,5,Downtown,6622,65,4,3,1,4,1348717
1991,1,Downtown,2388,66,1,3,1,3,438533
1992,5,Suburb,7937,59,1,3,0,6,1587756
1993,2,Uptown,5611,46,4,1,0,2,1129190
1994,5,Industrial Area,6787,24,4,2,1,4,1412476
1995,5,Downtown,7180,65,2,3,1,8,1455655
1996,2,Uptown,5021,78,4,2,1,3,981014
1997,5,Industrial Area,3726,66,1,0,1,8,732140
1998,4,Countryside,828,68,2,2,0,7,151253
1999,1,Uptown,2224,39,2,2,1,7,440476
2000,3,Uptown,6760,99,4,2,1,9,1319342
2001,1,Uptown,6276,49,2,0,1,4,1231864
2002,5,Countryside,6321,39,1,2,0,8,1293097
2003,4,Countryside,9852,36,1,2,0,2,1980861
2004,7,Uptown,1162,90,1,1,1,3,225891
2005,5,Suburb,4620,68,2,0,0,4,913118
2006,4,Downtown,3794,16,4,2,0,9,817685
2007,2,Countryside,6352,61,1,0,1,1,1242278
